frame_path,video_name,label,split,frame_index,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0010.jpg,v_BodyWeightSquats_g08_c01,squats,train,10,0.509286,0.292363,0.50785,0.277491,0.509209,0.277641,0.510508,0.277663,0.500092,0.276496,0.495847,0.276241,0.491028,0.276093,0.503191,0.282878,0.47578,0.282556,0.510504,0.309315,0.499151,0.308085,0.537782,0.378357,0.440493,0.380759,0.579904,0.47899,0.459064,0.507044,0.640121,0.569147,0.492974,0.62678,0.660415,0.595513,0.497888,0.668678,0.656995,0.599592,0.508126,0.667187,0.647018,0.594153,0.508883,0.652672,0.501205,0.59176,0.441977,0.588297,0.51013,0.747755,0.436269,0.762155,0.517292,0.903469,0.421372,0.914899,0.513909,0.92789,0.419972,0.935079,0.531466,0.95877,0.426476,0.966618
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0011.jpg,v_BodyWeightSquats_g08_c01,squats,train,11,0.510494,0.289824,0.509402,0.275262,0.51074,0.275357,0.511835,0.275493,0.501751,0.27459,0.497241,0.274288,0.492372,0.274163,0.502942,0.282003,0.475768,0.282021,0.510506,0.308999,0.501186,0.309079,0.533794,0.374385,0.43924,0.377569,0.598395,0.44771,0.47934,0.480912,0.668833,0.511584,0.538471,0.574373,0.692994,0.533629,0.551218,0.604606,0.691956,0.537078,0.561253,0.594882,0.680125,0.532371,0.559462,0.584763,0.498858,0.597544,0.436585,0.595756,0.519257,0.7594,0.437874,0.775507,0.527128,0.89718,0.422172,0.905064,0.522781,0.902368,0.426513,0.922113,0.53654,0.943289,0.438308,0.963723
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0012.jpg,v_BodyWeightSquats_g08_c01,squats,train,12,0.511102,0.294564,0.510366,0.279296,0.512012,0.279745,0.513533,0.280169,0.502141,0.277952,0.497471,0.277568,0.492643,0.277526,0.506847,0.286134,0.476883,0.284737,0.513209,0.31309,0.502042,0.310647,0.537256,0.375534,0.441533,0.375561,0.604345,0.429375,0.491536,0.458691,0.679371,0.476113,0.562792,0.524116,0.706433,0.484792,0.576932,0.548883,0.707749,0.486011,0.587017,0.537398,0.694532,0.485638,0.581688,0.528848,0.495558,0.608486,0.433341,0.601431,0.524391,0.777148,0.438437,0.781238,0.530552,0.903519,0.427808,0.901242,0.526216,0.911236,0.432948,0.920947,0.542876,0.951564,0.444954,0.96088
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0013.jpg,v_BodyWeightSquats_g08_c01,squats,train,13,0.515421,0.31016,0.513482,0.293413,0.514593,0.293248,0.515565,0.292998,0.506106,0.292664,0.501673,0.292056,0.497082,0.291776,0.506306,0.298114,0.480251,0.298447,0.515499,0.326598,0.505817,0.326115,0.536123,0.383376,0.44466,0.387859,0.607991,0.420071,0.501801,0.460697,0.68092,0.444697,0.576189,0.497605,0.707963,0.44964,0.595895,0.506648,0.711855,0.446123,0.600189,0.495398,0.698481,0.448059,0.595124,0.490011,0.494701,0.617352,0.430139,0.615301,0.52899,0.776231,0.439412,0.784832,0.534572,0.875135,0.426911,0.88325,0.527979,0.885694,0.432289,0.889466,0.535215,0.925773,0.428412,0.927246
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0014.jpg,v_BodyWeightSquats_g08_c01,squats,train,14,0.515499,0.333418,0.517367,0.317865,0.519681,0.318322,0.521568,0.318727,0.508111,0.316475,0.503184,0.316211,0.498154,0.316393,0.517019,0.324195,0.484245,0.321106,0.516263,0.350622,0.503794,0.35095,0.533424,0.403916,0.451736,0.402762,0.602847,0.428135,0.526073,0.444258,0.676347,0.427016,0.615017,0.444169,0.706389,0.427807,0.635829,0.449849,0.706776,0.424817,0.636075,0.445312,0.694811,0.427372,0.629265,0.443356,0.487127,0.6315,0.424429,0.632768,0.537389,0.780859,0.446216,0.802688,0.526008,0.867385,0.44039,0.852604,0.519254,0.873943,0.44108,0.853606,0.537469,0.923577,0.431713,0.915291
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0015.jpg,v_BodyWeightSquats_g08_c01,squats,train,15,0.52207,0.359291,0.523537,0.342922,0.52564,0.343141,0.527555,0.343171,0.514069,0.341548,0.509562,0.34128,0.504599,0.341204,0.522324,0.346827,0.488681,0.346683,0.522885,0.375061,0.511234,0.376851,0.540309,0.427633,0.456361,0.423003,0.609932,0.437772,0.516854,0.450265,0.684515,0.426518,0.601484,0.441355,0.711711,0.424603,0.626404,0.440021,0.711228,0.418345,0.622922,0.431618,0.701087,0.423188,0.618818,0.436001,0.4843,0.641351,0.422487,0.644659,0.546535,0.78142,0.44884,0.809157,0.53436,0.854964,0.444428,0.844766,0.527539,0.86001,0.446752,0.8447,0.54489,0.892089,0.43637,0.908998
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0016.jpg,v_BodyWeightSquats_g08_c01,squats,train,16,0.531199,0.38975,0.529537,0.374744,0.530859,0.374869,0.532151,0.374922,0.521872,0.374358,0.517412,0.374263,0.512701,0.37432,0.522841,0.377668,0.495334,0.379196,0.531034,0.405558,0.521551,0.405257,0.541992,0.461179,0.459067,0.446007,0.628453,0.464337,0.519285,0.458311,0.694091,0.430784,0.597296,0.447751,0.71955,0.41849,0.617302,0.437175,0.721475,0.408153,0.621187,0.432797,0.712857,0.417146,0.608077,0.417476,0.479599,0.65207,0.41831,0.659587,0.553972,0.778326,0.456402,0.821463,0.549424,0.83143,0.441121,0.864751,0.533327,0.848352,0.444745,0.845668,0.552983,0.892848,0.444041,0.933725
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0017.jpg,v_BodyWeightSquats_g08_c01,squats,train,17,0.545359,0.437034,0.544385,0.421253,0.545481,0.420887,0.546571,0.420467,0.536673,0.421101,0.532228,0.420716,0.527588,0.420436,0.535119,0.419999,0.510104,0.42267,0.543505,0.452124,0.534808,0.45166,0.543154,0.4846,0.472793,0.489165,0.610673,0.482245,0.561031,0.495583,0.691363,0.486843,0.64484,0.466266,0.710777,0.454995,0.6626,0.459688,0.707782,0.449101,0.662334,0.44734,0.696564,0.452764,0.659201,0.45199,0.480525,0.664757,0.41944,0.679938,0.563884,0.780373,0.459561,0.838284,0.547122,0.858276,0.441046,0.847667,0.535931,0.865727,0.416647,0.829636,0.55978,0.906656,0.427536,0.910047
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0018.jpg,v_BodyWeightSquats_g08_c01,squats,train,18,0.550343,0.464617,0.546095,0.450193,0.546696,0.450076,0.54733,0.450013,0.540313,0.450867,0.536573,0.451187,0.532658,0.451848,0.536586,0.453426,0.516266,0.459799,0.549424,0.479107,0.54201,0.479409,0.550588,0.521026,0.476834,0.521323,0.618109,0.532249,0.544199,0.525153,0.67773,0.499958,0.634768,0.498969,0.705842,0.489199,0.650411,0.496294,0.700215,0.485533,0.655992,0.484402,0.687333,0.493703,0.646531,0.485567,0.481858,0.674663,0.419453,0.693592,0.576417,0.779011,0.460258,0.839168,0.555561,0.85722,0.430254,0.834082,0.542262,0.862187,0.424628,0.814351,0.579206,0.920042,0.439428,0.880715
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0019.jpg,v_BodyWeightSquats_g08_c01,squats,train,19,0.556157,0.505186,0.552676,0.490057,0.552794,0.48952,0.552866,0.489035,0.548604,0.490582,0.545878,0.490482,0.542868,0.490575,0.54069,0.491082,0.52468,0.497339,0.552922,0.518633,0.547601,0.520495,0.548171,0.554642,0.485213,0.552266,0.615527,0.563334,0.569805,0.567311,0.682681,0.535063,0.658877,0.531142,0.701602,0.533969,0.680935,0.525655,0.701122,0.529967,0.680971,0.512259,0.692696,0.52781,0.67427,0.517485,0.473626,0.696824,0.413192,0.711526,0.579617,0.77518,0.465104,0.819374,0.540786,0.893311,0.432802,0.83387,0.520998,0.891187,0.423519,0.820223,0.565737,0.940892,0.444292,0.87905
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0020.jpg,v_BodyWeightSquats_g08_c01,squats,train,20,0.559329,0.523463,0.554821,0.50877,0.554655,0.508373,0.55452,0.507957,0.551015,0.509909,0.548139,0.510531,0.54504,0.511145,0.542186,0.512347,0.527223,0.518869,0.556947,0.538237,0.552379,0.539274,0.550684,0.569288,0.488121,0.576298,0.624109,0.582781,0.576673,0.583016,0.695152,0.55541,0.672595,0.551465,0.717749,0.546432,0.697175,0.547138,0.713048,0.539749,0.692636,0.534305,0.702685,0.547253,0.682549,0.537605,0.468983,0.708741,0.40998,0.730055,0.582453,0.764937,0.469077,0.815285,0.532102,0.842602,0.427307,0.844398,0.514448,0.848892,0.413047,0.832277,0.557702,0.898588,0.441753,0.883418
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0021.jpg,v_BodyWeightSquats_g08_c01,squats,train,21,0.56371,0.53989,0.55937,0.524491,0.559408,0.524118,0.559339,0.5237,0.554769,0.525664,0.551665,0.526375,0.54842,0.527121,0.546461,0.526727,0.530742,0.534072,0.561158,0.554661,0.555447,0.555213,0.549729,0.573847,0.491109,0.593257,0.627813,0.581206,0.565418,0.612538,0.692264,0.57746,0.648887,0.586333,0.719323,0.567815,0.676556,0.586037,0.714566,0.56555,0.672517,0.567784,0.699796,0.573021,0.665363,0.570745,0.465947,0.719122,0.410763,0.74165,0.583905,0.761253,0.473997,0.806236,0.509343,0.85334,0.450734,0.850932,0.48849,0.859732,0.435337,0.844973,0.532646,0.901945,0.461285,0.874295
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0022.jpg,v_BodyWeightSquats_g08_c01,squats,train,22,0.559929,0.557044,0.558118,0.543303,0.558588,0.543136,0.559049,0.542834,0.552872,0.543747,0.54952,0.544339,0.545806,0.544991,0.547992,0.544988,0.52793,0.551009,0.557449,0.57209,0.55105,0.572024,0.547636,0.579107,0.492301,0.608916,0.631294,0.597691,0.554657,0.651451,0.695284,0.602222,0.635431,0.619672,0.716089,0.593167,0.654468,0.614736,0.712385,0.591733,0.658403,0.608,0.703428,0.598902,0.651593,0.608703,0.465323,0.717233,0.41611,0.742675,0.57925,0.743968,0.47767,0.795466,0.529318,0.842088,0.46227,0.826716,0.510109,0.853232,0.451664,0.820791,0.554814,0.882074,0.469429,0.850814
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0023.jpg,v_BodyWeightSquats_g08_c01,squats,train,23,0.558332,0.552069,0.556851,0.537915,0.557485,0.537583,0.558076,0.537148,0.551338,0.539087,0.547985,0.539686,0.544221,0.539989,0.547136,0.53927,0.525792,0.545169,0.55611,0.566294,0.54924,0.566226,0.548615,0.573901,0.490058,0.606065,0.625466,0.593389,0.546689,0.65048,0.691656,0.60717,0.62914,0.623743,0.714166,0.6006,0.65193,0.623073,0.706421,0.601829,0.651397,0.615291,0.700476,0.604373,0.649434,0.616435,0.46598,0.71668,0.413373,0.741568,0.579012,0.744778,0.475772,0.797148,0.539852,0.873291,0.451181,0.833542,0.523657,0.885529,0.435078,0.828185,0.577685,0.918447,0.456947,0.864881
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0024.jpg,v_BodyWeightSquats_g08_c01,squats,train,24,0.558376,0.544634,0.557886,0.530116,0.558886,0.52986,0.559847,0.529569,0.5514,0.53064,0.547786,0.530811,0.54363,0.530639,0.55013,0.529638,0.525831,0.534185,0.556363,0.558766,0.548717,0.557957,0.550962,0.562512,0.493555,0.592391,0.634112,0.586603,0.570036,0.621065,0.69371,0.601021,0.638569,0.615689,0.710621,0.598942,0.660589,0.615932,0.70535,0.596156,0.661238,0.60786,0.690867,0.600611,0.658339,0.609317,0.465509,0.708164,0.416554,0.724655,0.580481,0.736589,0.468986,0.779653,0.543238,0.865807,0.455351,0.8191,0.532043,0.883192,0.444335,0.824675,0.582316,0.90857,0.456952,0.857432
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0025.jpg,v_BodyWeightSquats_g08_c01,squats,train,25,0.559675,0.532945,0.558485,0.51789,0.559037,0.517665,0.559499,0.517342,0.553057,0.518521,0.54974,0.518921,0.546133,0.519058,0.548047,0.51934,0.528431,0.522953,0.556976,0.547863,0.550202,0.546799,0.549046,0.562393,0.491792,0.581806,0.634911,0.582509,0.55633,0.628649,0.696285,0.592062,0.638554,0.607839,0.72011,0.586413,0.659653,0.609263,0.714937,0.582853,0.661527,0.599999,0.704787,0.589384,0.654505,0.598601,0.463661,0.697692,0.41055,0.714249,0.580978,0.732524,0.472207,0.765644,0.544796,0.863355,0.448112,0.839313,0.530357,0.877461,0.440126,0.836719,0.578906,0.904937,0.450308,0.860352
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0026.jpg,v_BodyWeightSquats_g08_c01,squats,train,26,0.559982,0.523276,0.557761,0.50758,0.557938,0.507176,0.558084,0.506618,0.55384,0.50902,0.551234,0.509697,0.548327,0.510331,0.548293,0.511111,0.533013,0.516849,0.557077,0.538715,0.551416,0.538227,0.555956,0.555781,0.49264,0.570559,0.636679,0.586655,0.550292,0.622795,0.702502,0.583714,0.633652,0.606333,0.726295,0.577178,0.655383,0.60238,0.725355,0.574014,0.657608,0.593659,0.714314,0.580357,0.653392,0.596169,0.470492,0.68456,0.411472,0.696971,0.581948,0.725734,0.471262,0.761656,0.546629,0.842624,0.435965,0.804482,0.532518,0.858437,0.427702,0.800008,0.571194,0.874476,0.449132,0.835944
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0027.jpg,v_BodyWeightSquats_g08_c01,squats,train,27,0.560856,0.509612,0.557636,0.492288,0.557757,0.491392,0.557809,0.490396,0.553537,0.49463,0.550646,0.495498,0.547601,0.49637,0.547749,0.495281,0.532809,0.503713,0.55897,0.524905,0.553344,0.525905,0.556729,0.542287,0.494081,0.558692,0.633417,0.572672,0.547421,0.612398,0.707376,0.573399,0.633813,0.596877,0.724711,0.566811,0.659818,0.592212,0.725523,0.566354,0.663063,0.582215,0.714209,0.570267,0.65852,0.5843,0.470444,0.674156,0.410716,0.685733,0.579523,0.714232,0.468237,0.727395,0.543721,0.85399,0.451595,0.798085,0.527698,0.871282,0.447946,0.800781,0.579184,0.904512,0.462712,0.830591
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0028.jpg,v_BodyWeightSquats_g08_c01,squats,train,28,0.562627,0.509167,0.559976,0.493427,0.560083,0.492679,0.560099,0.491698,0.556057,0.49558,0.553386,0.496304,0.550339,0.496957,0.549379,0.496702,0.534931,0.503864,0.560119,0.524576,0.55463,0.524914,0.557062,0.542915,0.495263,0.556753,0.634439,0.576855,0.54665,0.613095,0.708124,0.571759,0.635048,0.594253,0.728454,0.562521,0.662986,0.590443,0.726999,0.559992,0.666308,0.579393,0.71843,0.566231,0.662313,0.581538,0.467188,0.669225,0.409853,0.682203,0.57913,0.709564,0.469818,0.72663,0.545453,0.849418,0.447763,0.79126,0.531989,0.867658,0.4413,0.794049,0.587685,0.899032,0.461825,0.823987
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0029.jpg,v_BodyWeightSquats_g08_c01,squats,train,29,0.563981,0.496086,0.562141,0.480694,0.562397,0.480224,0.56258,0.479685,0.558031,0.481865,0.555354,0.482211,0.552254,0.482243,0.552796,0.481972,0.537012,0.487093,0.561234,0.510196,0.555456,0.509861,0.56078,0.525534,0.497073,0.539199,0.636511,0.554296,0.568279,0.579881,0.706925,0.556034,0.63816,0.585621,0.725583,0.550742,0.66078,0.583232,0.723605,0.548881,0.664543,0.571481,0.71541,0.553942,0.661583,0.571872,0.471652,0.657551,0.414687,0.665752,0.58158,0.696164,0.473551,0.704285,0.549969,0.836592,0.458974,0.764705,0.534102,0.855961,0.453967,0.767478,0.589745,0.881959,0.476722,0.797582
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0030.jpg,v_BodyWeightSquats_g08_c01,squats,train,30,0.569187,0.476348,0.567879,0.460918,0.568375,0.460728,0.568844,0.460524,0.563036,0.461306,0.560022,0.461596,0.556847,0.461906,0.559477,0.462165,0.541071,0.465636,0.566712,0.490405,0.560462,0.489922,0.569025,0.506207,0.500225,0.517878,0.644887,0.535369,0.57396,0.557529,0.719951,0.535056,0.649579,0.564494,0.743729,0.529589,0.671854,0.562517,0.744315,0.526234,0.67726,0.553321,0.732707,0.529589,0.670662,0.552864,0.479626,0.636766,0.419138,0.643298,0.585211,0.685858,0.469989,0.697724,0.555887,0.826795,0.449615,0.821946,0.540923,0.841411,0.439088,0.837536,0.590017,0.867814,0.453674,0.864611
outputs/frames/train/squats/v_BodyWeightSquats_g08_c01/frame_0031.jpg,v_BodyWeightSquats_g08_c01,squats,train,31,0.571251,0.444463,0.569824,0.428231,0.570373,0.427616,0.570878,0.426946,0.56493,0.428816,0.562144,0.428714,0.55901,0.428611,0.560986,0.427785,0.542056,0.432133,0.568625,0.458465,0.562444,0.4577,0.570535,0.47931,0.49974,0.495938,0.647725,0.502558,0.565516,0.541003,0.722209,0.509715,0.646066,0.54376,0.749918,0.507535,0.665722,0.545775,0.750387,0.505846,0.67159,0.536714,0.73498,0.509857,0.665555,0.533599,0.481537,0.61478,0.422745,0.622846,0.586641,0.673912,0.478207,0.696056,0.561131,0.81835,0.45064,0.823487,0.544592,0.833143,0.442264,0.839219,0.597624,0.860868,0.45782,0.862229
